$conditionInfo$date$reviewer$Effectiveness$Satisfaction$Ease of Use$Comment
18$Schizophrenia$4/13/2009 10:34:03 PM$Reviewer: 19-24 Male  on Treatment for 1 to 6 months (Patient) $2$3$5$Well to tell you the truth it worked for about the first few months and then afterwards the effects wore off. but i still got the sideeffects that cae with it when it stopped working. uncontrolable hunger (mostly for sweets) snd sleeping alot. over all my experience was not good but it may be different for you.
28$Schizophrenia$6/6/2019 10:51:19 PM$Reviewer: Ark, 25-34 Male  on Treatment for 1 to 6 months (Caregiver) $4$3$4$"The side effect of weight increasing is very common as informed by the Doctor.
Worried as I see my son who is on this medicine has increased weight. "
32$Schizophrenia$2/6/2018 6:29:32 PM$Reviewer: DoctorMichael, 25-34 Male  on Treatment for less than 1 month (Patient) $1$1$5$"did not sedate me 
sugar pill"
34$Schizophrenia$12/1/2016 3:11:12 AM$Reviewer: Gomedfree, 19-24 Female  on Treatment for 6 months to less than 1 year (Patient) $1$1$1$"Olanzapine did not work for me, my psychosis symptoms did not improve at all, if anything it made them worse. 

It made me constantly dizzy and very tired. I could barely function, or even keep my eyes open, I would sometimes fall asleep sitting up. Constant napping there was no choice. I felt like a zombie with no feelings or emotions which is worse than my original condition imo. And the worst part is you do not have a sex life when on this medication at all! No desire to have sex, it actually hurts to have sex and it's impossible to orgasm

I was a pretty small person to begin with around 120-125 and I eat a healthy low carb/sugar diet, no processed foods mostly organic fresh vegtables and oils, never over eating. So when my doctor told me that I would probably gain weight I didn't think it would actually happen but I took it for 7 months and I ended up weighing 166! It was so depressing and now I have permanent stretch marks on my body :( I don't take any medication any more and I honestly feel so much better. Also if you research olanzapine it's a pretty dangerous drug and has killed a lot of people.   "
36$Schizophrenia$5/28/2016 9:40:32 PM$Reviewer: Francian, 19-24 on Treatment for 1 to less than 2 years (Patient) $3$1$3$It has made me sleep easier and caused the voices that I was hearing to stop. But it have some side effects. I have gained weight from 141 pounds to 165. It has caused me to gained some breasts and I'm a man. My intelligence have suffered because the decreased brain activity. My brain activity has gone below normal. So I have a harder time at college because of this.
40$Schizophrenia$4/5/2016 11:19:15 PM$Reviewer: maxine dare, 55-64 on Treatment for 10 years or more (Patient) $5$5$5$I took largactil from 1980 - 98 - not a very nice drug and it gave me tardive dystonia - restricted the movement in my neck.  In 1999 a new psychiatrist gave me olanzapine - it made me relaxed with a slight feeling of euphoria - My whole body was relaxed not like the stiffness I had all the years I took largactil - I even got my normal handwriting back!  Olanzapine also helps with sleep - including when an inpatient on a noisy ward. It was a new drug then and my psychiatrist said that some of his patients were calling it a miracle drug. It does increase the appetite - about an hour after a meal I would feel very hungry again.  A doctor said to me watch that - I did not and put 3 stone of weight on.  However my psychiatrist said that after a certain time on olanzapine - at least a year the appetite goes back to normal.  This was true and after a lot of abstinence I lost all the 3 stone in weight.  I would feel very tired early - about 9 pm but at least I got up in the morning easily - when I took largactil it was very hard to get up in the morning.  It is a much better and safer drug.  The only other side effect I noticed was a slight twitch at the side of my mouth - once every 3 or 4 months.  After several years the tardive dystonia improved somewhat.  Sadly, when I went to hospital for a rest and to avoid the kids smashing my windows in 2011 - so I was not ill - I offended the psychiatrist (different man from before) and the staff so they forced on me risperidone knowing it was a torture and made me stay on it for months.  It did horrid things to my body, made the tardive dystonia worse again and took away all sleep.  That psychiatric ward should be closed down because the staff are very cruel. However the drug Olanapine was great for me.
47$Schizophrenia$6/11/2014 10:51:47 AM$Reviewer: PapaTrubs, 25-34 Male  on Treatment for 6 months to less than 1 year (Patient) $4$5$5$"I have ADHD, am Manic Bipolar, and suffer from Schizophrenia. Since I started on taking this about 8 or 9 months ago, I have had some major changes. On the positive I see fewer ""shadows"" and hear fewer things. I take a combination of medications and have for over 15 years. My family and I, all noticed the change for the better, after about 3 months of adding this to my regimen. I would recommend this to anyone that suffers from some of the same issues. The worst thing about it, to me is the weight gain; it's been drastic for me. I gained about 15 to 20 pounds in the first 2-3 months. I have always had an ""over active"" metabolism, but this is the first time in my life I've been overweight. I feel the effect it's had for me is worth the weight gain; it's the 1st medication that has had a major effect other then Prozac. I just have to exercise a little more than before. "
50$Schizophrenia$4/6/2014 12:26:01 PM$Reviewer: 35-44 Male  on Treatment for 2 to less than 5 years (Patient) $3$2$3$
53$Schizophrenia$1/15/2014 5:01:06 PM$Reviewer: 19-24 Male  on Treatment for less than 1 month (Patient) $5$3$5$
58$Schizophrenia$7/6/2013 10:31:45 AM$Reviewer: annnie, 65-74 Female  on Treatment for less than 1 month (Patient) $1$1$4$restlessness, can not sit still,trouble sleeping,seeing shadow's, hearing voices
75$Schizophrenia$9/17/2011 2:23:24 PM$Reviewer: [email protected], 35-44 Female  on Treatment for 1 to 6 months (Patient) $1$1$1$i'm unsure how this medication is to work for me so i don't know what great help i should be having from taking this edication
83$Schizophrenia$7/4/2010 8:26:18 AM$Reviewer: Steve Traughber, 55-64 Male  on Treatment for 2 to less than 5 years (Patient) $5$5$5$This drug took away all of my anxiety and helps me to sleep. The only complaint I have is that I've  broken out with a rash. I will see the doctor tosee if the rash is from the med.
92$Schizophrenia$12/15/2008 1:33:44 PM$Reviewer: 45-54 Male  on Treatment for 2 to less than 5 years (Patient) $1$2$4$witnin first 6mths of durg use was a real good motivator i felt like doing more but now its akinda one level all the time and have injuries that it seems like its increasing the pain and feels like i have an infection in my neck
103$Schizophrenia$2/14/2014 11:32:00 AM$Reviewer: happy user, 45-54 Female  on Treatment for less than 1 month (Patient) $2$3$5$it reminds me of potato 
114$Schizophrenia$5/4/2019 4:51:30 PM$Reviewer: deathstar, 13-18 Female  on Treatment for 6 months to less than 1 year (Patient) $2$1$2$Honesty, for me it sucks. It makes me feel worse than I already do. I take it as a kick starter/anti-psychotic. It never has worked.
118$Schizophrenia$12/19/2018 11:02:52 AM$Reviewer: Jgah, 19-24 Female  on Treatment for 6 months to less than 1 year (Patient) $4$4$5$Best medication I have taken so far. I have gained no weight.
124$Schizophrenia$3/15/2017 8:24:59 PM$Reviewer: RSimms, 65-74 Female  on Treatment for 10 years or more (Caregiver) $5$5$5$Miracle medicine.  Gave me my wife back. She started taking it the week it was released.  It took a few weeks for it to reach full effect.  Dose has had to be raised twice over the years.  While Dystonia is listed as a rare side effect, it helped decrease Dystonia symptoms.
127$Schizophrenia$8/31/2016 1:46:19 AM$Reviewer: 35-44 Male  on Treatment for 10 years or more (Patient) $4$4$5$No other drug i tried worked as well as zyprexa.  Unfortunately it caused diabetes in me.  I still take it because despite the side effects its still better than the alternative.
129$Schizophrenia$7/21/2016 11:25:54 AM$Reviewer: mark s, 55-64 Male  on Treatment for less than 1 month (Patient) $5$3$5$chronic diarrhea but no wait gain.
131$Schizophrenia$6/6/2016 6:08:47 PM$Reviewer: james, 25-34 Male  on Treatment for 5 to less than 10 years (Patient) $1$1$1$"I don't know if this medication works for everyone.

Everyone is different. SOmetimes it works, sometimes it doesn't.

I am a frustrated patient who's been taking these meds for years."
135$Schizophrenia$1/24/2016 6:39:54 PM$Reviewer: Babylon, 25-34 on Treatment for 2 to less than 5 years (Patient) $4$1$4$I take this medication for schizophrenia (15 mg). It works at eliminating the positive symptoms (delusions, paranoia, etc.). However it took away all of my emotion, energy, libido, and motivation. It also made me gain weight, and increased my cholesterol. I hate this drug.
136$Schizophrenia$1/6/2016 9:42:02 PM$Reviewer: deadsoul, 45-54 Female  on Treatment for 10 years or more (Patient) $1$1$1$I was in the hospital. I was having a panic attack great fear. I don't know what the product was to do for me. it did not help with. but I took the pills because I had no choice. I kept running away. it did not change that I was raped and strangled by my coworker and held pics for ransom. which I refused to tell anyone at the time. Not a cop or doctor.  but as far zyprexa no one nobody mentioned the too hot too cold. if you are going on this drug; wear a sweater and a t-shirt. you can take off the sweater; on and off on and off. im so depressed; as I no longer smoke. I cant get a drag. don't want sex.no anxiety pills don't work at all might as well be baby aspirin. I am working with my doctor to wake up the pleasure zone in my brain. I just started latuda not sure yet my hand shakes. and he told me I would not gain weight. ps - if you need help go to your doctor. it was impossible to get out, until my insurance ran out  
137$Schizophrenia$11/11/2015 2:35:42 AM$Reviewer: 45-54 Female  on Treatment for 1 to less than 2 years (Caregiver) $2$1$3$"Dangerous from my experience. Lock it up in a box, not just ""out of reach"". My child took too much and we didn't know it because it made her sleepy along with some of her other meds. It can increase suicidal thoughts and actions. It's hard to remove from the body or reverse the affects. By the time we realized she had taken an overdose it was too late. "
142$Schizophrenia$2/26/2015 11:40:17 PM$Reviewer: peanutzz, 25-34 Female  on Treatment for 5 to less than 10 years (Caregiver) $1$1$5$horrific, constant crying spells hallucinations delusions terrible medication, caused tardive dyskinesia and it's not treatable.
146$Schizophrenia$11/1/2014 8:31:58 AM$Reviewer: crazy woman, 35-44 Female  on Treatment for 2 to less than 5 years (Patient) $3$1$4$"
Weight gain was a killer!!"
148$Schizophrenia$9/6/2014 10:20:05 AM$Reviewer: dessy, 45-54 Male  on Treatment for 1 to 6 months (Patient) $5$3$4$I suffered Schizophrenia symptoms ever since i knew myself.I struggled with those psychotic thoughts until i was 37yrs old, i finally told  a  psychiatrist while being treated for anxiety. Together with Paxil he gave me  Zyprexa.This  Zyprexa i used for approx. 6 months and diminished all those psychotic thoughts, made me sleep better and wakeup feeling wonderful. Side effects, it worsen my diabetes and i gained 20 pounds
159$Schizophrenia$5/16/2014 4:13:46 PM$Reviewer: andres, 55-64 Male  on Treatment for 1 to 6 months (Patient) $4$4$3$
175$Schizophrenia$9/9/2013 9:03:46 PM$Reviewer: Liliana, 35-44 Female  on Treatment for 1 to less than 2 years (Patient) $4$1$5$Zyprexa absolutely sucks!  I had to take cholesterol medication because it caused my triglycerides and cholesterol to go through the roof.  Before I started taking Zyprexa, I was a long-distance runner. I had to stop running because I was so tired all the time.  I gained 100 pounds because I was constantly hungry and wasn't exercising.  I always had cravings for junk food, like donuts and potato chips.
176$Schizophrenia$9/8/2013 8:16:07 PM$Reviewer: Angela444, 35-44 Female  on Treatment for 1 to less than 2 years (Patient) $5$4$5$I am more sharp than ever, but did gain 40lbs because I ate more.
177$Schizophrenia$8/9/2013 12:02:46 PM$Reviewer: Squeakbox, 25-34 Female  on Treatment for 5 to less than 10 years (Patient) $1$1$1$This drug nearly killed me. I took it for so long, it made me a zombie, then woke up one day unable to move with my joint crunching without any injury or stress. I would strongly recommend ending the production of this drug as my psychiatrist told me that people have statistically died from this drug! STOP SELLING IT NOW!!!
184$Schizophrenia$4/11/2013 3:06:03 PM$Reviewer: none, 25-34 Male  on Treatment for 5 to less than 10 years (Patient) $5$5$5$I see many who this medicine did not work for. It clears my thoughts up well. I took this medicine for half a decade or longer. Really good. At first I was against it and it does cause major weight gain at first(yrs 1-2-3) but now the sky is the limit. this medication is working well for me. I lost 11 pounds recently by joining weight watchers and sticking to it. 
185$Schizophrenia$4/10/2013 2:27:15 PM$Reviewer: 55-64 Male  on Treatment for 1 to less than 2 years (Patient) $5$5$5$Able to control voices and adverse stimuli much easier
231$Schizophrenia$11/9/2011 7:09:48 PM$Reviewer: Zyprexahead, 25-34 Male  on Treatment for 5 to less than 10 years (Patient) $1$1$1$"I was offered zyprexa about 5 years past. I never thought I needed the drug but my doctors pushed it and not knowing any better I complied. I had been diagnosed with schizoaffective disorder and drugged unbelieveably up to the point where I couldnt feel, think or relate to others. I slept all day everyday and gained 70 pds. I thought "" is this what i want from my life?"" Slowly I weaned off the Zyprexa and Celexa and others and stayed on the lithium since its a salt not a drug. learning that my asshole father pressured the doctors all these years to keep me sedated b/c of his sexual abuse to me. Ive been good so far. Trouble sleeping but it gets better. Im under therapy and still see a doctor but I have a second chance in life. If you think something is wrong and doesnt feel right it usually is. Dont wait for that second chance that will never come. Do something about it!"
244$Schizophrenia$8/28/2011 6:01:51 PM$Reviewer: 25-34 Female  on Treatment for 1 to 6 months (Patient) $4$4$4$I have been on countless medications to help control the voices and they all worked a little. Zyprexa is the only med that makes the voices go completely away. I have been on fifteen different meds, and zyprexa is the best. I didn't give it five stars because I have gained a lot of weight and my blood sugar has become elevated. but overall a real life changing medicine.
250$Schizophrenia$7/29/2011 8:09:59 AM$Reviewer: peacesoon100, 35-44 Female  on Treatment for 1 to 6 months (Patient) $1$1$1$makes u a zombie.all i did was sleedp and eat while taking it.
260$Schizophrenia$5/15/2011 8:35:50 AM$Reviewer: KimUri, 19-24 Male  on Treatment for less than 1 month (Patient) $1$1$2$I was falsely diagnosed as schizophrenic due to some issues back in High school, but was forced to either take this or be submitted to the hospital. While on it, I gained 20lbs, nearly strangled my sister to death, and hallucinated some of the most horrifying things I have ever saw in my life. If you do not have the psychosis a medication is meant to help fix, DO NOT take it, regardless of legal issues as its side effects will outlast any legal trouble. It's a small pill, so not hard to swallow, but not only made my depression worse, but it put me through some of the most horrifying times of my life. Between the hallucinations I saw (even knowing it wasn't real barely helped) and the fact I was barely able to control myself from killing someone while on this medication, I advise any and everyone to stay as far away from this medication as possible. I don't know if it actually works for people who ACTUALLY have schizophrenia or not, but if you don't, you'll know after only a couple doses that this medication is not for you. Also note, the hallucinations last far after you quit taking the medication... thankfully the blind rage did not. Please be careful when on any anti-psychotic medication, especially Zyprexa or any form of this specific medication. 
270$Schizophrenia$2/22/2011 11:07:36 PM$Reviewer: alliebev, 19-24 Female  on Treatment for 1 to 6 months (Patient) $5$5$5$This medication is a miracle drug. I can't even put it into words. Now it's like my brain is quiet. It's beautiful.
273$Schizophrenia$2/9/2011 12:55:55 PM$Reviewer: SDM01, 35-44 Male  on Treatment for 2 to less than 5 years (Patient) $4$4$5$I've been taking this for many years.  It's effective at keeping me feeling sane.  I knew about the weight gain so I started a diet and actually lost 20 pounds during treatment.  I sleep great and feel a sense of relief.
281$Schizophrenia$1/5/2011 5:17:00 PM$Reviewer: 55-64 Female  on Treatment for 6 months to less than 1 year (Patient) $4$2$5$Extreme hair loss
284$Schizophrenia$12/23/2010 12:15:51 PM$Reviewer: cornbread, 45-54 Male  on Treatment for 10 years or more (Patient) $4$4$4$stopped  voices  ninty  eight  percent of  the  time  but  did gain  weight  but  also  quit  smoking
296$Schizophrenia$11/5/2010 4:48:07 PM$Reviewer: crab people, 19-24 Male  on Treatment for 6 months to less than 1 year (Patient) $4$2$5$I started taking zyprexa about 8 months ago and I have gained about 50 pounds and I have no energy and I am pretty sure I'm on the verge of getting diabetes. It has helped a bit with the symptoms though. Overall it is not worth the side effects.
298$Schizophrenia$10/29/2010 12:04:10 AM$Reviewer: better1995, 45-54 Female  on Treatment for 10 years or more (Patient) $5$4$5$I taken this medication for more then ten years it was the only drug that I try that really help .The only problem I had was I gain over 60lbs.
300$Schizophrenia$10/6/2010 6:49:14 AM$Reviewer: 410me, 35-44 Male  on Treatment for 1 to less than 2 years (Patient) $4$3$4$Weight gain: from 145 to 197lbs. Voices are reduced though.
301$Schizophrenia$9/19/2010 1:44:21 PM$Reviewer: 19-24 Female  on Treatment for 1 to less than 2 years (Patient) $1$1$2$I took zyprexa for 6 months and it did not stop me from hearing voices. But what it did do was made me gained 10 pounds ever month. Now I take Geodon 80mg once a day at night time and I lost 44lbs so far. Geodon also made the voices go away. I haven't hear a voice for 10 months. Overrall I didn't like the zeprexa not at all. 
318$Schizophrenia$6/13/2010 3:12:02 AM$Reviewer: lostinlimbo, 19-24 Female  on Treatment for less than 1 month (Patient) $3$2$5$"On day one slept for 14hrs, very groggy.  2nd day: spacey, confused, tremors, insomnia, increased appetite. 
On 3rd day right now: less confused, tremors diminished, can't stop eating, tired, low energy, lethargic, slow to respond, temperamental, talking to voices by nightime, still unable to sleep. Time to take my pill (10mg). Wish me luck.   "
319$Schizophrenia$6/11/2010 5:37:06 AM$Reviewer: Nina80, 25-34 Female  on Treatment for 1 to less than 2 years (Patient) $2$2$5$Gained 65lbs in the first three months. Used to be a size 8 went to a size 12. Now Im in a size 16. Still had hallucinatiions and hearing commanding voices to kill myself or others.Parinoid to the max. Doctor switched me to Geodon and has worked so far. weight gain has stopped and halucination and voices have stopped.Not so paranoid either.
320$Schizophrenia$6/8/2010 10:31:43 PM$Reviewer: 45-54 Male  on Treatment for 5 to less than 10 years (Patient) $4$4$5$
339$Schizophrenia$3/12/2010 12:55:08 PM$Reviewer: 7-12 Male  on Treatment for 1 to less than 2 years (Caregiver) $4$3$5$
342$Schizophrenia$2/15/2010 8:29:50 PM$Reviewer: zypera, 45-54 Male  on Treatment for 1 to 6 months (Caregiver) $1$1$5$    this treatment is the worst/ it causes the systems of the illness]instead of helping you.
353$Schizophrenia$1/10/2010 3:21:59 PM$Reviewer: causer, 35-44 Male  on Treatment for 2 to less than 5 years (Patient) $4$4$5$After at first being sceptical of olanzepine,i found it to be the best treatment by far that i had tried,allthough it does affect my short term memory in a big way.long term im not sure how i will end up.
366$Schizophrenia$11/11/2009 6:40:19 PM$Reviewer: G-unit, 25-34 Male  on Treatment for 1 to 6 months (Patient) $5$4$5$After starting Zyprexa, I got constipated alot. It increased my anxiety and made me feel like I was going to faint when I walked. On the bright side, I didn't really think any more. And a few times out of nowhere it caused an erection. Not too sure if that is normal.
370$Schizophrenia$10/31/2009 6:07:55 PM$Reviewer: DonnaD52, 55-64 Female  on Treatment for 1 to less than 2 years (Patient) $3$3$2$Have all side effects and am thinking of stopping the medication
372$Schizophrenia$10/28/2009 3:17:23 PM$Reviewer: drummerboy, 25-34 Male  on Treatment for 2 to less than 5 years (Patient) $5$5$4$Wieght gain is with initial starting of the drug then later returned to normal for me. I am able to sleep and have been helped by this drug.
374$Schizophrenia$10/27/2009 1:29:55 AM$Reviewer: 45-54 Female  on Treatment for less than 1 month (Caregiver) $3$1$2$
376$Schizophrenia$10/12/2009 7:06:10 PM$Reviewer: bubba, 45-54 Male  on Treatment for 10 years or more (Patient) $5$3$5$my husband takes 40mg per day almost never sleeps more than 3hrs at a time. has gained almost 100lbs in 3 yrs. was taking 10mg for 6yrs prior with no weight gain. his visual and auditory hallucinations stopped for those 7 then came back. increased dosage has stopped them again. he has every side effect listed...including liver damage. but we would not trade the hallucinations for anything...he was able to function in society for alot longer than most...overall we give this drug a 99.
379$Schizophrenia$9/18/2009 1:06:31 AM$Reviewer: Dr. Inemeg, 25-34 Male  on Treatment for 1 to 6 months (Patient) $3$3$3$I first was introduced to haloperidal and the effects as i would discribe to that specific med is that it silence's a specific part of the brain so that certain tranmissions dont transmit.  As i noticed with the zyprexa it operates on a different part of the brain non releaving of psycological problems.  The zyprexa feels as though it's providing extra molecules non needed.  I think that alot of the information about schizophrenia on this site is wrong and im only basing this on personal strong facts.
398$Schizophrenia$7/18/2009 1:36:17 AM$Reviewer: lumpymcschizo, 13-18 Female  on Treatment for 2 to less than 5 years (Patient) $2$1$3$"My god I'm fat!! I was put on this drug about two years ago and i've gained massive ammounts of weight. now, not only have i become a much too docile person, laying about all day, i'm FAT. i'm getting off this drug. i went from being a healthy 5' 7"" girl at 140 to a a 5' 7"" at 200!!! now i excercise to get it off... and have issues with overheating and general overweightness.
i am NOT satisfied."
425$Schizophrenia$4/29/2009 9:44:40 PM$Reviewer: 35-44 Female  on Treatment for 1 to 6 months (Patient) $2$1$4$I was put on this medication to help with my Schizophrenia. After 3 weeks I was having severe cramping of my legs along with edema so bad I could barely put my shoes on. For the first 2 weeks I was so groggy in the morning I could barely function. It did slowly get a little better after that. I made an appointment with my doctor and needless to say the horror on my face when I stepped on the scale and saw in that short time I had gained 15 lbs!! My doctor put me on another medication called Seroquel. I have read it has side effects the same as Zyprexa but so far I am doing much better on my current meds. So I wish all well and hope this helps someone. 
438$Schizophrenia$3/21/2009 4:00:41 PM$Reviewer: Micheline, 45-54 Female  on Treatment for 10 years or more (Caregiver) $4$4$4$My daughter has been taking this Zyprexia for many years (10 years).  She feels fine, in her head, but has no friends, jobs and sleeps more and more.  She is getting very big, put about l0 to 15 pounds every year.  She is so big, that is a concern. has a bad back and trouble walking.  She is now 50.   yrs. old.  She used to be slim, full of energy and very, very bright.
449$Schizophrenia$2/19/2009 4:01:31 PM$Reviewer: 55-64 Male  on Treatment for 6 months to less than 1 year (Patient) $1$1$1$i have gained 45lbs and now have high blood pressure.i also get dizzy alot. i have copd and can not cope with the weight gain. too many side effects
450$Schizophrenia$2/16/2009 3:37:03 PM$Reviewer: 13-18 Male  on Treatment for 6 months to less than 1 year (Patient) $2$1$5$I used to be skinny. I weighed 110 lbs. They put me on zyprexa, now Im 190. I think I gained 5 pounds just by accepting to be put on this drug.
452$Schizophrenia$2/10/2009 1:18:19 PM$Reviewer: 45-54 Female  on Treatment for less than 1 month (Patient) $1$1$3$allergic reaction
455$Schizophrenia$2/2/2009 6:05:20 PM$Reviewer: concerned, 35-44 Female  on Treatment for 10 years or more (Patient) $1$1$5$I was on Zyprexa for 13 years.  I got off of it because I had this hollow feeling all the time.  I was constantly exhausted/tired.  Extreme difficulty of functioning/taking care of myself and my son.  Weight gain was horrendous.  Went from 120lbs to 205lbs gaining 45lbs within a month and rapidly gained after that.  I believe it caused my diabetes.  I regret taking this medication!  I never had long periods of symptoms(hearing things,being paranoid).  This drug in actuality for me did nothing but ruin my health and my life.  I suggest to anyone not to take this medication.      
466$Schizophrenia$1/1/2009 4:22:12 AM$Reviewer: 25-34 Male  on Treatment for 2 to less than 5 years (Patient) $4$1$5$Well ive been taking Zyprexa for 4 years now. sleep alot 12-15 hrs a day. horrific weight gain. 140 lbs and 45 over past 2 months. weight up and down but i feel it helps. went from 5mg to 60mg over past 4 years. been on 60mg for last 2 years. good drug bad weight gain.
475$Schizophrenia$11/30/2008 7:00:03 PM$Reviewer: Krys, 25-34 Female  on Treatment for 1 to 6 months (Patient) $4$3$5$Pretty effective, but I still can't sleep at night. I haven't gained more than 20 pounds but I was underweight so I'm not worried. I haven't slept through the night in three weeks so it's not working as well as it originally did.
479$Schizophrenia$11/24/2008 7:58:10 PM$Reviewer: 25-34 Female  on Treatment for 6 months to less than 1 year (Patient) $5$5$5$befor zyprexa i was a totally different person..i have seen a very big difference in myself since taking this medication.
507$Schizophrenia$8/21/2008 4:53:10 PM$Reviewer: 13-18 Female  on Treatment for 1 to 6 months (Patient) $4$1$2$this medicine has helped with the voices, but ive gained over 30 pounds.
511$Schizophrenia$7/22/2008 11:57:46 AM$Reviewer: jayjay, 25-34 Male  on Treatment for 1 to 6 months (Patient) $5$3$5$Been on this drug for a month and although it seems to work very well for my condition, i have gained about 8 1/2 pounds already. if you are taking this med, exercise while doing so.
512$Schizophrenia$7/17/2008 11:56:49 PM$Reviewer: $5$5$5$I have taken 10mgs of zyprexa for ten years.  It really changed my life profoundly for the better.  I am very happy that I found   zyprexa because I am able to live a fairly normal life.  It is really effective.  Weight issue are a problem but it can be controlled with diet and exercise.  I will probably take it as long as it is available.  My quality of life is immensely improved as a result of zyprexa.
524$Schizophrenia$5/13/2008 5:14:14 PM$Reviewer: Bobbyd30, 25-34 Male  on Treatment for 2 to less than 5 years (Patient) $5$5$5$I was having really bad hallications during the day for example, seeing animals and seeing cats crawl from places wouldn't image and at the time i was taking 15mg of zyprexa once at bedside time.  when my psychologist decide to increase the zyprexa from 15mg to 30mg my hallucination finally went away and i am less afraid. 
525$Schizophrenia$5/12/2008 4:49:01 PM$Reviewer: Nellelf, 45-54 Female  on Treatment for 1 to less than 2 years (Caregiver) $5$5$5$Previous to the use of this drug my son was sectioned  twice in 9 mths. He is now stable and has been taking it for 1 yr. Bad weight gain and restless legs though.
527$Schizophrenia$5/7/2008 12:14:24 AM$Reviewer: $5$5$5$This is a scary drug. My mother has been on it for 5 years.  About 3 years ago her doctor decided to take her off of it.  This was unsuccessful and she ended up in the hospital where she stayed for weeks and they ended up giving her ECT treatments because they could not get her out of her psychotic behavior.  She was put back on Zyprexa and will have to stay on it for the rest of her life. She has been stable since then but tying to come off of it is scary. 
533$Schizophrenia$4/8/2008 10:16:00 PM$Reviewer: violetfluid, 19-24 Female  on Treatment for 2 to less than 5 years (Patient) $5$5$5$
539$Schizophrenia$3/10/2008 8:38:40 PM$Reviewer: black, 25-34 Male  on Treatment for 2 to less than 5 years (Patient) $3$3$4$
544$Schizophrenia$2/10/2008 6:50:50 PM$Reviewer: bjr28, 19-24 Male  on Treatment for 6 months to less than 1 year (Patient) $5$4$5$I took this drug for 8 - 9 months, but I switched to another anti-psychotic because of its side effects.  Here is the deal with Zyprexa: Now, I am no psychiatrist (although I feel like one after experimenting with different medications for the past 18 months), but, after a great deal of research and personal experience, I can safely say that Zyprexa is the most efficacious anti-psychotic on the market.  HOWEVER, you will gain a ton of weight (which could lead to diabetes and other related problems) if you are not careful.  I am a former athlete, and I exercise for at least an hour every day, and I put on about 20 lbs. while taking this drug.  From what I understand, most people put on much more than that!  So, essentially, Zyprexa is the best drug for schizophrenia (even better than Haldol and the other first generation drugs); however, the side effects can be very serious.  I advise carefully considering your diet/exercise routine before beginning to take this drug.  Simply put, it is the most efficacious anti-psychotic out there...just be careful.  
545$Schizophrenia$2/8/2008 3:54:06 AM$Reviewer: 25-34 Male  on Treatment for 6 months to less than 1 year (Patient) $4$3$5$It made me feel hollow. 
561$Schizophrenia$11/16/2007 8:14:25 PM$Reviewer: 25-34 Male  on Treatment for 2 to less than 5 years (Patient) $4$4$4$
564$Schizophrenia$11/3/2007 9:18:05 PM$Reviewer: [email protected].com, 35-44 Male  on Treatment for 1 to less than 2 years (Patient) $5$5$5$I like this medication alot, After I Switched to zyprexa zydis(The dissolvable magic pill!) Very convenient when Im working or out at an event!Also I have less side effects on this and am very happy with it!
569$Schizophrenia$10/27/2007 8:08:17 PM$Reviewer: 19-24 Female  on Treatment for 1 to 6 months (Patient) $3$4$5$I couldn't afford the Seroquel I was on so my doctor prescribed this its okay but no whwere near as good as the seroquel
